timestamp;source;bandwith;mac;channel;phy_type;ssid;b_supported;g_supported;n_supported;data_rate;1.0;2.0;5.5;11.0;18.0;24.0;36.0;54.0;6.0;9.0;12.0;48.0;time;ac_supported;22.5;22.0
1520266244.0108395;beacon;20;7a:96:82:43:0b:dc;3;4;KPN Fon;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:10:44;;;
1520266249.4363096;beacon;20;78:96:82:43:0b:df;3;4;Tanteboefie;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:10:49;;;
1520266249.6774247;beacon;20;70:2e:22:73:1b:d2;4;4;H369A731BD2;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:10:49;;;
1520266252.894822;beacon;40;00:14:5c:97:1a:28;1;4;Eminent;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:10:52;;;
1520266253.495787;beacon;20;38:d8:2f:25:81:7c;7;4;H369A25817C;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:10:53;;;
1520266254.4182353;beacon;20;9c:1c:12:2f:ca:04;6;4;;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:10:54;;;
1520266254.9617395;beacon;20;28:ff:3e:21:4b:85;3;4;TELE2-214B84_2.4G;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:10:54;;;
1520266255.5720868;beacon;20;34:4d:ea:88:d9:fa;1;4;H368N88D9FA;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:10:55;;;
1520266255.5738106;beacon;20;62:4d:ea:88:d9:fb;1;4;KPN Fon;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:10:55;;;
1520266255.5951664;beacon;20;38:60:77:9a:8f:7a;1;4;SKP_7ee03a;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:10:55;;;
1520266255.7783446;beacon;20;fa:9f:c2:37:d1:38;6;4;;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:10:55;;;
1520266255.7968435;beacon;20;f0:9f:c2:37:c9:74;6;4;TERMINAL;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:10:55;;;
1520266255.8432233;beacon;20;84:9c:a6:68:d3:3c;6;4;zuipertje;True;True;False;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:10:55;;;
1520266255.8442993;beacon;20;84:9c:a6:68:d3:3d;6;4;KPN Fon;True;True;False;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:10:55;;;
1520266255.9175406;beacon;20;70:2e:22:8d:5c:ed;11;4;H369A8D5CED;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:10:55;;;
1520266256.2317574;beacon;20;f6:9f:c2:37:c9:74;7;4;;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:10:56;;;
1520266257.1867113;beacon;20;f2:9f:c2:37:d1:38;6;4;TERMINAL;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:10:57;;;
1520266257.9865315;beacon;20;00:4a:77:59:ba:be;9;4;H369A59BABE;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:10:57;;;
1520266258.3384101;beacon;20;58:6d:8f:df:f3:7e;1;4;Madeliefje_2;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:10:58;;;
1520266259.4813051;beacon;20;ac:86:74:1c:f3:0a;5;4;SKP Ackershof;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:10:59;;;
1520266259.7909594;beacon;40;00:14:5c:95:97:fe;13;4;Oostlaan;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:10:59;;;
1520266259.863462;beacon;20;00:23:69:33:00:05;6;4;oostlaantje;True;True;False;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:10:59;;;
1520266260.3053687;beacon;20;30:99:35:91:69:94;7;4;BakkerijOostlaan2G;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:11:00;;;
1520266260.456922;beacon;20;6a:b5:7e:25:a2:72;3;4;KPN Fon;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:11:00;;;
1520266260.8459725;beacon;20;88:03:55:cb:dd:86;5;4;VGV7519CBDD86;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:11:00;;;
1520266260.8646228;beacon;20;74:b5:7e:25:a2:71;5;4;FloPob;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:11:00;;;
1520266260.8895814;beacon;20;ac:86:74:17:f6:23;5;4;;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:11:00;;;
1520266260.902311;beacon;20;ac:86:74:17:f6:22;5;4;SKP Ackershof;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:11:00;;;
1520266260.920003;beacon;20;84:9c:a6:8f:13:65;10;4;VGV75198F1365;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:11:00;;;
1520266261.0814092;beacon;20;6a:9f:2d:9c:02:96;1;4;KPN Fon;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:11:01;;;
1520266261.1042066;beacon;20;00:0f:94:b3:cc:54;1;4;wifi_jan_sas;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:11:01;;;
1520266261.1207817;beacon;20;b4:82:fe:e6:5e:2a;1;4;ThomsonE65E2A;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:11:01;;;
1520266261.346481;beacon;20;6a:2e:22:8d:5c:ee;11;4;KPN Fon;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:11:01;;;
1520266261.3928564;beacon;40;9c:c7:a6:0b:4f:f3;11;4;FRITZ!Box Fon WLAN 7360;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:11:01;;;
1520266261.414419;beacon;20;6c:70:9f:e7:49:86;11;4;Arie's Wi-Fi Network;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:11:01;;;
1520266261.702744;beacon;20;00:0f:94:b3:cc:24;7;4;GNX08CF97;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:11:01;;;
1520266262.5730925;beacon;20;e8:1d:a8:1f:b2:b8;13;4;Bangkok;True;True;True;2.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:11:02;;;
1520266262.7000277;beacon;20;58:7f:66:1f:46:0c;6;4;VFNL-1F4604;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:11:02;;;
1520266263.697166;beacon;40;e8:de:27:42:03:0a;10;4;TP-LINK_Leeuw;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:11:03;;;
1520266263.7597866;beacon;20;74:85:2a:18:44:aa;1;4;Oostlaan_2.4Ghz;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:11:03;;;
1520266263.8446014;beacon;20;70:9f:2d:9c:02:95;1;4;SalonGroesbeek;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:11:03;;;
1520266263.9011428;beacon;20;80:2a:a8:54:b7:bf;13;4;Starting...;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:11:03;;;
1520266264.1568954;beacon;20;82:2a:a8:54:b7:bf;11;4;gasten;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:11:04;;;
1520266264.163656;beacon;20;00:0f:94:b3:cb:f4;11;4;GNX4A8A31;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:11:04;;;
1520266264.38856;beacon;20;62:9f:2d:9b:1a:f1;7;4;KPN Fon;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:11:04;;;
1520266264.8712032;beacon;20;c8:0e:14:ea:0c:57;9;6;FRITZ!Box Fon WLAN Sec;True;True;True;6.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:11:04;;;
1520266265.0340958;beacon;20;70:9f:2d:9b:1a:f0;10;4;H369A9B1AF0;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:11:05;;;
1520266265.1572702;beacon;20;00:0f:94:b3:ce:14;1;4;GNX5997AB;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:11:05;;;
1520266265.1744127;beacon;20;00:0f:94:b3:d1:64;1;4;GNXD12F73;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:11:05;;;
1520266265.4180686;beacon;20;5a:4d:ea:89:91:e4;6;4;KPN Fon;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:11:05;;;
1520266265.4204066;beacon;20;34:4d:ea:89:91:e7;6;4;H368N8991E7;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:11:05;;;
1520266265.4548268;beacon;20;0e:18:0a:7a:92:a0;11;4;;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:11:05;;;
1520266265.5052059;beacon;20;00:18:0a:7a:92:a0;11;4;ING Open WiFi;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:11:05;;;
1520266265.5202255;beacon;20;2a:56:5a:15:63:d8;11;6;HP-Setup>d8-M277 LaserJet;True;True;True;6.0;;;;;True;True;True;True;True;True;True;True;2018-03-05 17:11:05;;;
1520266265.5478444;beacon;20;00:0f:94:b3:cd:14;2;4;GNXD3E026;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:11:05;;;
1520266265.7049112;beacon;20;00:0f:94:b3:cd:a4;12;4;GNX647090;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:11:05;;;
1520266265.9078472;beacon;20;04:bf:6d:a3:22:49;3;4;ZyXELA32248;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:11:05;;;
1520266266.004715;beacon;20;78:c1:a7:10:8c:98;8;4;van der Heijden;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:11:06;;;
1520266266.007474;beacon;20;78:96:82:34:47:0e;8;4;oostlaan;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:11:06;;;
1520266266.3863099;beacon;20;1c:c6:3c:00:a6:84;10;4;oostlaan4;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:11:06;;;
1520266266.4447339;beacon;20;dc:4a:3e:a1:fb:54;10;6;DIRECT-53-HP ENVY 5540 series;True;True;True;6.0;;;;;True;True;True;True;True;True;True;True;2018-03-05 17:11:06;;;
1520266266.4700913;beacon;20;cc:5d:4e:14:8b:0c;10;4;wifi-telfort;True;True;False;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:11:06;;;
1520266266.5083225;beacon;20;28:6f:7f:e2:e7:e0;1;6;;True;True;True;12.0;;;;;True;True;True;True;True;True;True;True;2018-03-05 17:11:06;;;
1520266266.5843096;beacon;40;00:1d:aa:cf:be:20;1;4;DLM-wifi-2.4;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:11:06;;;
1520266266.6574717;beacon;20;00:0f:94:b3:ce:64;13;4;GNX2F51A5;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:11:06;;;
1520266266.8273046;beacon;20;64:a5:c3:65:6f:da;11;4;Carihuela;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:11:06;;;
1520266266.8882504;beacon;40;00:0c:f6:87:7f:3a;11;4;Sitecom877f3a;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:11:06;;;
1520266267.0516362;beacon;20;00:0f:94:b3:d0:d4;12;4;GNX816189;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:11:07;;;
1520266267.8943799;beacon;20;28:ff:3e:30:00:ee;1;4;H369A3000EE;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:11:07;;;
1520266267.9101877;beacon;20;e0:28:6d:f4:b5:c3;1;4;TMNL-EC1C09;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:11:07;;;
1520266267.9318926;beacon;20;7c:4f:b5:66:0b:df;1;4;ARV7519660BDF;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:11:07;;;
1520266268.147003;beacon;20;00:0f:94:b3:d5:d4;6;4;GNX6A693B;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:11:08;;;
1520266268.2018664;beacon;20;00:0f:94:b3:dd:44;11;4;GNXA4D346;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:11:08;;;
1520266268.906445;beacon;20;18:83:bf:dc:97:cf;9;4;KPN-VGV7519DC97CF;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:11:08;;;
1520266269.0431123;beacon;20;ac:86:74:1c:03:6a;5;4;SKP Ackershof;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:11:09;;;
1520266269.23865;beacon;20;12:05:01:9c:29:c2;1;4;b0949a-Guest;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:11:09;;;
1520266269.419207;beacon;20;64:d1:a3:42:ff:70;13;4;Mordor2_2.4;True;True;False;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:11:09;;;
1520266269.4380732;beacon;40;64:d1:a3:41:6f:6c;6;4;Sitecom416f6a;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:11:09;;;
1520266269.5269735;beacon;20;50:65:f3:02:9c:b6;6;4;HP-Print-B6-Officejet Pro X576dw;True;True;False;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:11:09;;;
1520266269.6042376;beacon;40;10:fe:ed:f6:d1:f9;11;4;Flyer;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:11:09;;;
1520266269.6052942;beacon;20;34:31:c4:26:09:ea;11;6;Groesbeek;True;True;True;6.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:11:09;;;
1520266269.6227827;beacon;20;84:47:65:ce:1f:3c;11;4;FCKIP;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:11:09;;;
1520266270.1091828;beacon;20;62:c1:a7:10:8c:99;8;4;KPN Fon;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:11:10;;;
1520266270.5385454;beacon;20;88:d2:74:b6:9f:12;10;4;Hakuna Matata;True;True;True;1.0;True;True;True;True;True;True;True;True;True;True;True;True;2018-03-05 17:11:10;;;
